,prod_name,price,old_price,price_ml,stars,reviews,delivery_date
601,Moroccanoil Acondicionador Hidratante,19.9,,7.96,4.6,5931.0,6 de abril
602,"Fanola No Orange Champú Antirreflectante, 350 ml",9.99,,2.85,4.0,10500.0,
603,Schwarzkopf Professional - spray Acondicionador Bálsamo Hidratante Normal a Seca 200ml Cabello,12.53,,6.27,4.6,378.0,
604,"OGX Champú Reparador sin Sulfatos ni Parabenos para Cabello Dañado, Coconut Miracle Oil, 385 ml",8.9,,,4.5,1599.0,6 de abril
605,Aunt Jackies Rizos y bobinas Trio BUNDLE | Acondicionador hidratante intensivo de suavizado de 355 ml | Curl La la Defining Custard 426 g | Leche semisedante 355 ml.,29.99,,,4.1,153.0,
606,Inoar plastica capilar Marroquina (sin Formol) 3 x 1000 ml,,,,5.0,1.0,
607,Schwarzkopf Professional Strait Styling Glatt N°0 Lote Set - 2 Piezas,14.32,,,4.3,485.0,
608,Uniq One Coconut Trattamento Di Riparazione Per Capelli Secchi e Danneggiati 150 ml (3 piezas),33.9,,,,,
609,"Redken - Champú All Soft Suavizante para Cabellos Secos y Frágiles, 300 ml",10.9,19.95,3.63,4.6,2031.0,6 de abril
610,"Schwarzkopf, Acondicionador de pelo - 1 unidad",10.0,,5.0,4.6,1142.0,6 de abril
611,Schwarzkopf Supersoft Kids Boys Shampoo and Shower Gel 250 ml Pack of 5,13.25,,1.06,4.7,75.0,6 de abril
612,Tahe Fitoxil Forte Champú Anticaída Frena la Caída y Estimula el Crecimiento del Cabello con Células Madre Vegetales Activas Biotina y Arginina 1000 ml,16.7,,1.67,4.3,89.0,
613,L'Oreal Kids Spray Desenredante - 150 ml,6.93,,4.62,4.1,225.0,
614,Babaria Solar Playa & Piscina Acondicionador Capilar - 200 ml,,,,4.1,12.0,
615,Champú Redken All Soft,46.95,,,4.8,5254.0,6 de abril
616,"RITUALS The Ritual of Sakura Champú Nutritivo, 250ml",9.5,,3.8,4.6,763.0,7 de abril
617,"Schwarzkopf Professional, Cuidado del pelo y del cuero cabelludo - 1 unidad",11.85,,1.19,4.6,635.0,
618,Redken Extreme Champú Fortificante para Cabello Debilitado - 1000 ml,42.09,,,4.7,4581.0,
619,O'Herbal Champú Cabello/Pelo Graso Natural Ecológico Sin Sulfatos Ni Siliconas Con Extracto De Menta O`'Herbal 500Ml 500 ml,13.59,,2.72,3.6,25.0,6 de abril
620,Válquer Placenta Loción Capilar - 1 Pack,16.68,,9.27,3.8,78.0,6 de abril
621,FANOLA Mascarilla KERATERM Keratina 1000mL 1L - Disciplinadora anticrespo - Cabellos desrizados tratados químicamente,9.99,,1.0,4.5,559.0,6 de abril
622,"Dikson Nuance - Mascarilla para el pelo, reparadora de color, 250 ml ROSSI",,,,5.0,2.0,
623,"Veana Claude Bell Pelo Champú, Acondicionador, Máscara, 1er Pack (1 X 3 Piezas)",40.8,,,3.4,32.0,6 de abril
624,"Orofluido, Pulverización Brillante, 50 ml",19.2,,,3.6,6.0,
625,"WELLA Elements Renewing - Acondicionador, 1000 ml",26.3,36.5,2.63,4.6,505.0,6 de abril
626,"Tahe Natural Colour Crema Oxigenada Acondicionadora 60 ml, 20 Vol. 60 ml",3.0,,5.0,4.1,5.0,
627,"PACK SOLAR VIGORANCE SUNNY 2018 - Champú, mascarilla, acondicionador",24.5,,,4.0,1.0,
628,L'Oréal Professionnel L'Oreal seprie expert,8.95,,4.48,4.4,480.0,
629,"Touch Of Silver, Acondicionador de pelo - 150 ml.",5.8,,3.87,4.4,829.0,
630,Wella Reflejos De Aceite reboost máscara 500 ml,23.68,,4.74,4.7,1000.0,6 de abril
631,Soft & Beautiful Kit Regular de Desrizantes - 250 ml,14.4,,5.76,4.3,34.0,6 de abril
632,L'Oréal Professionnel Expert - Pure resource Citramine - Champú purificante para cabellos normales y grasos - 250 ml,,,,3.2,12.0,
633,"Tahe Micro Oil Protect Organic Care Aceite Capilar con Argán Protección Solar de Origen Vegetal en Spray, 125 ml",11.0,,8.8,3.7,6.0,6 de abril
634,American Crew Acondicionador Uso Diario 250 ml,11.78,,4.71,4.4,531.0,6 de abril
635,X-Pression Accesorios Color - 150 gr,13.43,,,,,
636,Natura Siberica Complejo de Aceites Reparador de Puntas - 50 ml,7.9,9.75,15.8,4.1,132.0,6 de abril
637,Vip`s prestige champú para pelo rojo,6.95,,2.78,2.6,18.0,6 de abril
638,ACOND ANIAN BIFASICO SP 400 ML NORMAL,6.8,,1.7,4.5,100.0,
639,"L'Oréal Professionnel, Suero de pelo - 50 ml.",11.07,14.3,22.14,4.6,226.0,
640,"Novex Mis Rizos, Suaves Crema de Peinar 500g",8.99,11.29,,4.4,79.0,6 de abril
641,AfroHair kit Champú y acondicionador - 300 ml (Afro Hair Estilo),19.99,,6.66,4.3,100.0,
642,Máscara para Pelo con Aceite de Coco Natural Sin Sulfatos & Sin Parabenos (250ml) - Mascarilla para Crecimiento y Volumen del Cabello - Coconut Mask for Hair Care,14.99,,6.0,3.9,65.0,6 de abril
643,FRIZZ EASE champú liso perfecto con queratina tubo 250 ml,,,,4.1,27.0,
644,Urtekram Champú Caléndula para Niños - 250 ml,6.95,,2.78,4.4,80.0,6 de abril
645,"Natura Siberica Mascarilla para Cabello Severamente Dañado, Reparación Profunda - 300 ml (M00007891)",,,,4.1,530.0,
646,Fanola Champú REBALANCE Antigrasa 1000mL 1L - Elimina grasa cabello - Purifica - PROFESIONAL,9.99,,1.0,4.1,216.0,
647,Champu para Pelos Grasos Cuidado Intensivo 250ml. Champù Natural con Arcilla Verde Ortiga Blanca Menta Piperita Muy Purificador NO Probado en Animales,14.9,,5.96,3.7,59.0,6 de abril
648,"Light Irridiance, Mascarilla de pelo con keratina - 1000 ml.",7.71,,,4.2,140.0,
649,Kerzo Champú Anticaída para Mujeres - 400 ml,3.99,,1.0,4.2,98.0,6 de abril
650,FORBALD – Champú anticaída cabello con vitaminas. Doble acción: fuerza y volumen del pelo. Estimula el crecimiento del cabello – 250 ml,10.49,11.88,,3.9,88.0,
651,Amend Cabellos Rubios - Mascarilla Tratamiento del Color e Intensificador de Brillo - 350 gr,16.99,,4.85,4.2,28.0,
652,Sofn'Free Curl Spray hidratante 350 ml + Loción activadora suave 350 ml Set de 2,11.44,,1.63,4.1,35.0,
653,Schwarzkopf Gliss Líquido Seda sin Aclarado Hair Spray Acondicionador con Queratina 2 X 200Ml=400Ml,18.28,,,4.5,493.0,6 de abril
654,"Timely - Acondicionador protector del color para cabellos teñidos, 300 ml",9.31,,3.1,3.8,32.0,6 de abril
655,"Schwarzkopf [3D] Men - Cera para cabello, hombre, 100ml",9.9,,9.9,4.4,366.0,6 de abril
656,"Urtekram Acondicionador para Niños en spray sin aclarado BIO, Calendula, 250 ml",6.54,7.5,2.62,4.1,121.0,
657,"KATIVA Champú, Único, 500 Mililitros",16.99,,3.4,4.1,84.0,
658,"Relajante para cabellos Organic Root Stimulator, crema de alisado, con aceite de oliva, protección integrada, sin lejía, extrafuerte",7.19,7.5,,4.2,485.0,
659,L'OREAL Expert Silver Champú 300 Ml,10.5,14.47,3.5,4.6,256.0,
660,Orofluido Light Shimmering Elixer 55ml,18.0,,,3.0,1.0,
661,"Stratti Frutos Rojos - Champú Color Intenso con Keratina, sin Sal - 400 ml",10.26,,2.57,4.4,10.0,6 de abril
662,"Tahe Fitoxil Forte Plus Tratamiento Anticaída del Cabello para Cabellos Castigados con Proteínas de Soja, Aminoácidos, Biotina, Arginina y Células Madre Vegetales Activas, 6 x 10 ml",15.9,16.95,26.5,4.2,77.0,6 de abril
663,Champú Rizos con Colágeno 500 ml. By G. Bera,10.99,,2.2,4.0,92.0,6 de abril
664,Crioxidil Ampollas Capilares con Placenta Vegetal - 12 Ampollas,16.41,,9.12,3.9,68.0,6 de abril
665,Rene Furterer Rene Sol Huile 50Kpf 100Ml 100 ml,15.35,,15.35,3.8,19.0,6 de abril
666,Moroccanoil Champú 250ml Reparador Hidratante y Acondicionador 250ml,51.37,,,4.5,1322.0,6 de abril
667,Schwarzkopf BM CHAMPÚ TODOS RUBIOS 1000ML,,,,4.4,947.0,
668,Mulato MUL032 Champú Repigmentante Rojo 200 ml,14.9,,7.45,4.5,464.0,6 de abril
669,"Redken 37104 - Acondicionador, 1000 ml",45.5,,4.55,4.8,5469.0,6 de abril
670,WELLA Invigo Blonde Refill Cool Blonde Shampoo 1L,,,,4.6,887.0,
671,BM MASCARILLA FRÍOS (COOL BLONDES) 200ML,14.4,,7.2,4.4,1117.0,6 de abril
672,"Natura Siberica Mascarilla para Cabello Severamente Dañado, Reparación Profunda - 300 ml (M00007891)",,,,4.1,530.0,
673,Fanola Champú REBALANCE Antigrasa 1000mL 1L - Elimina grasa cabello - Purifica - PROFESIONAL,9.99,,1.0,4.1,216.0,
674,Champu para Pelos Grasos Cuidado Intensivo 250ml. Champù Natural con Arcilla Verde Ortiga Blanca Menta Piperita Muy Purificador NO Probado en Animales,14.9,,5.96,3.7,59.0,6 de abril
675,"Light Irridiance, Mascarilla de pelo con keratina - 1000 ml.",7.71,,,4.2,140.0,
676,Kerzo Champú Anticaída para Mujeres - 400 ml,3.99,,1.0,4.2,98.0,6 de abril
677,FORBALD – Champú anticaída cabello con vitaminas. Doble acción: fuerza y volumen del pelo. Estimula el crecimiento del cabello – 250 ml,10.49,11.88,,3.9,88.0,
678,Amend Cabellos Rubios - Mascarilla Tratamiento del Color e Intensificador de Brillo - 350 gr,16.99,,4.85,4.2,28.0,
679,Sofn'Free Curl Spray hidratante 350 ml + Loción activadora suave 350 ml Set de 2,11.44,,1.63,4.1,35.0,
680,"TRESemmé Pack con Champú y Acondicionador Liso Keratina - 2 Paquetes de 1.1 l, (4 unidades - 2.2 l in total)",,,,3.5,56.0,
681,Schwarzkopf Gliss Líquido Seda sin Aclarado Hair Spray Acondicionador con Queratina 2 X 200Ml=400Ml,18.28,,,4.5,493.0,6 de abril
682,"Timely - Acondicionador protector del color para cabellos teñidos, 300 ml",9.31,,3.1,3.8,32.0,6 de abril
683,"Schwarzkopf [3D] Men - Cera para cabello, hombre, 100ml",9.9,,9.9,4.4,366.0,6 de abril
684,"Urtekram Acondicionador para Niños en spray sin aclarado BIO, Calendula, 250 ml",6.54,7.5,2.62,4.1,121.0,
685,"KATIVA Champú, Único, 500 Mililitros",16.99,,3.4,4.1,84.0,
686,"Relajante para cabellos Organic Root Stimulator, crema de alisado, con aceite de oliva, protección integrada, sin lejía, extrafuerte",7.19,7.5,,4.2,485.0,
687,L'OREAL Expert Silver Champú 300 Ml,10.5,14.47,3.5,4.6,256.0,
688,Orofluido Light Shimmering Elixer 55ml,18.0,,,3.0,1.0,
689,"Stratti Frutos Rojos - Champú Color Intenso con Keratina, sin Sal - 400 ml",10.26,,2.57,4.4,10.0,6 de abril
690,"Tahe Fitoxil Forte Plus Tratamiento Anticaída del Cabello para Cabellos Castigados con Proteínas de Soja, Aminoácidos, Biotina, Arginina y Células Madre Vegetales Activas, 6 x 10 ml",15.9,16.95,26.5,4.2,77.0,6 de abril
691,"L'Oréal Professionnel Pro Fiber Reconstruct, Acondicionador - 200 ml",19.89,,9.95,4.4,99.0,6 de abril
692,Champú Rizos con Colágeno 500 ml. By G. Bera,10.99,,2.2,4.0,92.0,6 de abril
693,Crioxidil Ampollas Capilares con Placenta Vegetal - 12 Ampollas,16.41,,9.12,3.9,68.0,6 de abril
694,Rene Furterer Rene Sol Huile 50Kpf 100Ml 100 ml,15.35,,15.35,3.8,19.0,6 de abril
695,Moroccanoil Champú 250ml Reparador Hidratante y Acondicionador 250ml,51.37,,,4.5,1322.0,6 de abril
696,"Wella Invigo Color Brilliance, Mascarilla para el pelo - 500 ml.",17.95,,3.59,4.6,368.0,6 de abril
697,Barba wachstumsbeschleuniger Loción +champú +GEL - My Verde Barba Para Más Rápido bartwachstum,49.9,,,4.2,5.0,6 de abril
698,Redken all soft mega conditioner 250ml.,18.44,22.95,7.38,4.5,246.0,6 de abril
699,Schwarzkopf BM CHAMPÚ TODOS RUBIOS 1000ML,,,,4.4,947.0,
700,Mulato MUL032 Champú Repigmentante Rojo 200 ml,14.9,,7.45,4.5,464.0,6 de abril
701,"Redken 37104 - Acondicionador, 1000 ml",45.5,,4.55,4.8,5469.0,6 de abril
702,WELLA Invigo Blonde Refill Cool Blonde Shampoo 1L,,,,4.6,887.0,
703,BM MASCARILLA FRÍOS (COOL BLONDES) 200ML,14.4,,7.2,4.4,1117.0,6 de abril
704,WELLA Elements - Spray acondicionador sin enjuague,9.85,,6.57,4.5,84.0,6 de abril
705,Anian Bifásico sin Tirones Niños Acondicionador - 400 ml,6.8,,,4.4,18.0,
706,Gota Dourada Recarga de Queratina - Mascarilla - 1 kg,12.71,,,4.3,9.0,6 de abril
707,Aunt Jackie's Define and Moisturise - Kit hidratación y definición para cabellos rizados,25.99,,,4.3,145.0,
708,"Humectación de karité, aceite de ricino negro jamaicano, champú fortalecedor/crecimiento y restauración, 506 ml.",19.23,20.04,3.8,4.5,2528.0,6 de abril
709,L'Oréal Paris Colorista Effect - Balayage,19.99,,,4.2,209.0,
710,AfroHair Activador de Rizos 300ml (5812),7.69,,2.56,4.7,6.0,
711,"Pantene Pro-V Cuidado Clásico 3 en 1 Champú, Acondicionador y Tratamiento - 675 ml",6.9,,,4.6,185.0,6 de abril
712,VOLUME HIGH RISE CONDITIONER 1000ML,40.67,,4.07,4.7,606.0,6 de abril
713,Hairbell Champú + Acondicionador - Flores 'N' Frutas (2x 250ml) - Nueva Formula+Nuevo Fragancia - Hairjazz Hairplus,31.23,,6.25,3.5,114.0,7 de abril
714,L'Oréal Expert Professionnel Mythic Oil Mask 500 ml,,,,4.4,115.0,
715,"Naturalium Coco - Champú Suavizante con Acondicionador para Cabello Normal y Seco, Sin Parabenos, Sin Colorantes, formato 400 ml",1.99,,,3.9,62.0,
716,Zaffiro Organica Acondicionador Ecológico Sin Aclarado con Manteca de karité Coco y Aloe Vera • Mascarilla desenredante ✓ nutritivo ✓ hidratante ✓ revitalizante Sin Sulfato Parabenos Siliconas 200ml,18.9,,9.45,3.5,97.0,6 de abril
717,"Aumenta el Crecimiento del Cabello Set de Champú Argán y Acondicionador, Aceite de argán. Estimula Cabello, Ayuda a la pérdida de cabello, Crecimiento, Tratamiento para hombres y mujeres",,,,4.0,663.0,
718,"Válquer Profesional Ice Hair Mask. Máscara Capilar Reparación Total. Sin sal, sin parabenos y sin sulfatos. Cabellos dañados y secos- 300 ml",13.35,14.88,4.45,4.4,524.0,
719,"Válquer Acondicionador capilar bifásico Reparación Total (sin sulfatos, sin colorantes, sin sal, sin parabenos, sin MIT) para cabellos dañados - 300 ML",11.57,13.75,3.86,4.3,237.0,
720,Toque Magico Emergencia Mascarilla Para el Pelo con Keratina 453ml - Tratamiento Intensivo,115.03,,25.37,3.8,279.0,7 de abril
721,"L'Oreal Paris Botanicals Mascarilla Infusión de Nutrición, para cabellos secos - 200 ml",5.95,7.95,2.98,4.2,266.0,6 de abril
722,"Urterkam, Acondicionador de pelo - 250 ml.",6.95,,,4.1,419.0,6 de abril
723,Revita Champú - Tratamiento Natural Para La Caída Del Cabello - Recupera El Pelo y Estimula El Crecimiento Con Revita Champú Natural,22.5,,12.5,4.3,173.0,6 de abril
724,Moroccanoil Champú Suavizante,26.5,,10.6,4.5,1166.0,6 de abril
725,"L'Oréal Expert Professionnel, Champú - 500 ml.",14.8,,2.96,4.5,350.0,
726,Echosline Ki-Power Keratina Mascarilla - 1000 ml,12.95,,1.3,4.5,520.0,6 de abril
727,African Pride Karité Miracle hinchables Rizos Pudding 425 g,9.07,9.92,,3.9,610.0,6 de abril
728,"Schwarzkopf BC Repair Rescue, Acondicionador de pelo - 1000 ml.",15.67,,1.57,4.4,637.0,6 de abril
729,"Veana Claude Bell Hairbell Champú + Acondicionador pro, 2 Pack (2 X 1 L)",70.85,,3.54,4.1,38.0,6 de abril
730,Phytorelax Serum Capilar Argan Anti-Frizz 100 ml 100 ml,9.5,,9.5,4.2,122.0,6 de abril
731,"Redken - Acondicionador Color Extend Magnetics para el cuidado del cabello coloreado, 250 ml",12.66,22.95,5.06,4.6,1826.0,6 de abril
732,L'Oreal Professionnel Mythic Oil Aceite nutritivo 100ml,9.85,,9.85,4.6,2714.0,
733,"Natural ACONDICIONADOR ACLARANTE | RIZOS - VINAGRE DE SIDRA DE MANZANA, ALMENDRA, JOJOBA, LIMÒN & NEROLI - 250 ml - por POO FREE Sin sulfatos, sin parabenos, sin siliconas. Sin Suave, Concentrado.",17.99,,7.2,3.9,24.0,6 de abril
734,Veana Hairbell Champú+Acondicionador+Detangler (Rosa) - Crecimiento Del Cabello Acelerador,34.98,,,3.7,7.0,7 de abril
735,Cantu Crema Capilar para Cabello Rizado - 355 ml ( El empaque puede variar),,,,4.3,16170.0,
736,PRO:VOKE Touch of Silver Colour Care Shampoo 1000 ml,16.03,,1.6,4.4,334.0,6 de abril
737,"Garnier Original Remedies Ultimate Blends,Champú suave para niños con albaricoque, 250 ml, pack de 6",10.53,,0.7,4.8,40.0,
738,"L'Oreal Paris Botanicals Sérum Fortificante, Fuente de fuerza para cabellos frágiles - 125 ml",7.74,7.95,6.19,3.9,135.0,6 de abril
739,OLIVE OIL CREME RELAXER EXTRA STRENGTH 1.8KG,18.8,,1.04,4.6,65.0,
740,TRESemmé - Liso Keratina - Mascarilla para cabello rebelde - 300 ml,3.94,5.65,1.31,4.5,307.0,7 de abril
741,TCB Nº Base Crema Pelo Relajador Súper 425g,6.8,,,4.1,127.0,
742,"Wella, Cuidado del pelo y del cuero cabelludo - 1 unidad",,,,4.6,602.0,
743,Cantu Acondicionador Cuidado del Cabello - 177 ml,7.9,10.54,4.46,4.6,7675.0,
744,"Schwarzkopf, Cuidado del pelo y del cuero cabelludo - 1 unidad",,,,4.4,601.0,
745,"Aceite de oliva org&aacute;nico para ra&iacute;z de pelo de ORS, relajador de pelo normal, sin lej&iacute;a",7.19,,,4.4,1013.0,
746,"Apivita Suncare Aceite Capilar Protector Solar, 150ml",14.73,,,,,
747,BM CHAMPU RUBIOS FRIOS 250ML,9.25,,12.33,4.4,739.0,6 de abril
748,Cantu Acondicionador Cuidado del Cabello - 283 gr,9.39,,,4.5,4669.0,
749,SAPHIRA Leave In Mud (250 ml),30.0,,12.0,4.3,128.0,6 de abril
750,"Dr. Sante Mascarilla Capilar Profesional Hidratante Queratina (Keratina), Colágeno Y Arginina Cabello - Pelo Seco Y Quebradizo Natural Sin Parabenos Dr. Sante 1000Ml 1000 ml",17.19,,1.72,4.3,847.0,6 de abril
751,Crazy Color Champú Red 250 ml (18494),2.99,,1.2,3.9,726.0,6 de abril
752,"WELLA Invigo Nutri-Enrich, Acondicionador de pelo - 200 ml (8005610633923)",12.03,,6.02,4.5,260.0,6 de abril
753,"Novex Mis Rizos, Super Curly Crema de Peinar, 1 kg",13.29,19.99,,4.2,689.0,
754,"Dr. Schedu Berlin Champú de Argán y Jojoba 200 ml, para cabello seco y rizado, contiene Aceite de Argán, Aceite de Jojoba, Aloe Vera, Pantenol, sin Silicona, hecho en Alemania!",,,,4.0,296.0,
755,"BINGOSPA Tratamiento de queratina para cabello quebradizo, cabello dañado y puntas abiertas con espirulina y L-cisteina - 250 g",15.9,,,3.7,96.0,7 de abril
756,SYOSS - Champú Rizos Pro - Definición e Hidratación - 500ml,,,,4.4,766.0,
757,Schwarzkopf Blonde (Rubio) me Blush Wash Champú Fresa 250 ml,14.99,,6.0,4.3,134.0,
758,Urtekram Acondicionador Spray de Bayas Nórdicas - 250 ml,10.0,,4.0,4.1,202.0,
759,Garnier Ultra Suave Niños - Champú 2 en 1 - Extractos de albaricoque y flor de algodón - 400 ml,,,,4.7,64.0,
760,American Crew Daily Moisturizing Shampoo - 100 ml,7.53,,,,,
761,Wella Acondicionador Ele Light Renew - 200 ml,12.02,16.32,6.01,4.6,316.0,6 de abril
762,Cantu 856017000126 acondicionador,,,,4.3,327.0,
763,"Calypso sol mar protección de pelo con aceite de argán acondicionado, 100 ml",4.78,5.56,4.78,4.0,269.0,
764,"L'Oréal Expert Pro Fiber Restore - Acondicionador, 200 ml",18.5,19.9,9.25,4.5,73.0,7 de abril
765,"Mascarilla Capilar con Aceite de Coco y Proteinas de Queratina - Mascarilla Tratamiento Acondicionador Hidratante - Intensiva Cabello Seco y Dañado, Puntas Abiertas, Rizos y Cabello Teñido - 215ml",16.95,,7.53,3.9,1960.0,6 de abril
766,"Mascarilla Profesional ACIDO HIALURONICO, HIDROQUERATINA Y ACEITE DE OLIVA. VOLUMEN",20.99,,,3.9,82.0,6 de abril
767,"Wella - Aceite para el cuidado del cabello 'Oil Reflections', 1 unidad (100 ml)",13.59,,6.8,4.7,1769.0,
768,"Mascarilla de plata Argan Deluxe de alto nivel, avalado para peluquerías 250 ml - tratamiento capilar para neutralizar tonos amarillos y obtener un brillo extra sedoso.",16.8,,3.36,4.2,1219.0,6 de abril
769,"Wella - Aceite para el cuidado del cabello 'Oil Reflections', 1 unidad (100 ml)",13.59,,6.8,4.7,1769.0,
770,"L'OREAL EXPERT Champu Vitamino Color A-OX, 500 ml",18.45,,3.69,4.6,1318.0,7 de abril
771,Garnier Ultimate Blends - Mascarilla de tratamiento capilar,14.0,,,4.6,15497.0,
772,WELEDA Acondicionador Reparador con Avena (1x 200 ml),10.2,14.7,5.1,3.9,301.0,
773,"Redken, Mascarilla para el pelo - 150 ml.",17.0,29.0,11.33,4.5,1155.0,6 de abril
774,"Matrix Cream Developer 6% 20 Vol - Cuidado capilar, 1000 ml",11.74,15.0,1.17,4.7,335.0,6 de abril
775,FUSION intense repair conditioner 200 ml,,,,4.6,1112.0,
776,"Spray desenredante bifase de cabello con calidad de peluquería de Argan Deluxe, 120ml. fórmula de cuidado desenredante altamente",16.8,,14.0,4.1,1070.0,6 de abril
777,"Tahe Crema Oxidante/Crema Oxigenada Activadora del Color para Coloración Capilar 10 Volúmenes, 100 ml",1.9,3.0,1.9,4.2,76.0,
778,AfroHair Crema de Peinar - 500 gr.,10.51,,,4.2,74.0,
779,LUXEOIL SP ELIXIR 30ML,10.24,,34.13,4.6,985.0,6 de abril
780,"Wella Color Invigo Brilliance, Mascarilla para el pelo - 150 ml.",,,,4.6,183.0,
781,Veana Claude Bell Pelo Cabello Bell Champú y Acondicionador,34.98,,7.0,3.3,159.0,6 de abril
782,STRAIT STYLING GLATT Nº0 LOTE 2 pz,13.79,,,3.5,66.0,
783,Wella Brilliance Mask Fine/Normal Hair 500 ml,19.19,,3.84,4.5,728.0,6 de abril
784,"Redken 37098 - Acondicionador, 250 ml",15.36,,6.14,4.6,348.0,7 de abril
785,"Hairmax LaserBand 82: Banda Laser para Crecimiento de Cabello. Dispositivo laser para el tratamiento de pérdida de cabello localizado o total, para hombre y mujer",,,,4.0,110.0,
786,CANTU Acondicionador 260 g,9.19,9.55,3.88,4.6,3884.0,
787,Wella Professionals Reflections - Aceite ligero (100 ml),,,,4.7,722.0,
788,ORS Olive Oil KIT EXTRA STRENGTH 1 APPLICATION,7.49,11.47,,4.3,2032.0,
789,Schwarzkopf BM Champú Todos Rubios 250 ml,8.95,,3.58,4.4,650.0,6 de abril
790,"Kérastase Nutritive Bain Satin 1 - Champú , 250 ml",15.95,,6.38,4.6,1278.0,
791,John Frieda Sheer Blonde Hola Impacto Rubio reactivación de Deep Conditioner,9.47,9.77,,4.6,1064.0,6 de abril
792,Wella Fusion Repair Mask 150 Ml - 150 ml.,14.35,23.87,9.57,4.6,994.0,7 de abril
793,Morfose 2 fases Hair Conditioner COLLAGEN 400 ml Tratamiento de cuidado del cabello Spray Leave in Hair Acondicionador sin enjuague,11.9,,2.98,4.6,48.0,
794,"Profesional Cosmetics Champú de Reparación y Nutrición Intensiva, 200 ml, Pack de 6",37.31,,18.66,,,
795,Hawaiian Silky no Base Relaxer 590 ml – dulce Bonus 590 ml,36.7,,,,,
